Sample_Name,point_index,correlation_value,delay_time_s
L_3S-1mg_mL 3,15,0.82,10.5
L_3S-1mg_mL 3,16,0.818,11.5
L_3S-1mg_mL 3,17,0.817,12.5
L_3S-1mg_mL 3,18,0.814,14.5
L_3S-1mg_mL 3,19,0.813,16.5
L_3S-1mg_mL 3,20,0.81,18.5
L_3S-1mg_mL 3,21,0.809,20.5
L_3S-1mg_mL 3,22,0.807,22.5
L_3S-1mg_mL 3,23,0.805,24.5
L_3S-1mg_mL 3,24,0.803,26.5
L_3S-1mg_mL 3,25,0.801,28.5
L_3S-1mg_mL 3,26,0.798,32.5
L_3S-1mg_mL 3,27,0.794,36.5
L_3S-1mg_mL 3,28,0.791,40.5
L_3S-1mg_mL 3,29,0.789,44.5
L_3S-1mg_mL 3,30,0.785,48.5
L_3S-1mg_mL 3,31,0.783,52.5
L_3S-1mg_mL 3,32,0.779,56.5
L_3S-1mg_mL 3,33,0.778,60.5
L_3S-1mg_mL 3,34,0.773,68.5
L_3S-1mg_mL 3,35,0.767,76.5
L_3S-1mg_mL 3,36,0.762,84.5
L_3S-1mg_mL 3,37,0.757,92.5
L_3S-1mg_mL 3,38,0.754,101.0
L_3S-1mg_mL 3,39,0.749,109.0
L_3S-1mg_mL 3,40,0.745,117.0
L_3S-1mg_mL 3,41,0.741,125.0
L_3S-1mg_mL 3,42,0.734,141.0
L_3S-1mg_mL 3,43,0.726,157.0
L_3S-1mg_mL 3,44,0.72,173.0
L_3S-1mg_mL 3,45,0.714,189.0
L_3S-1mg_mL 3,46,0.707,205.0
L_3S-1mg_mL 3,47,0.701,221.0
L_3S-1mg_mL 3,48,0.696,237.0
L_3S-1mg_mL 3,49,0.69,253.0
L_3S-1mg_mL 3,50,0.679,285.0
L_3S-1mg_mL 3,51,0.669,317.0
L_3S-1mg_mL 3,52,0.659,349.0
L_3S-1mg_mL 3,53,0.65,381.0
L_3S-1mg_mL 3,54,0.642,413.0
L_3S-1mg_mL 3,55,0.633,445.0
L_3S-1mg_mL 3,56,0.625,477.0
L_3S-1mg_mL 3,57,0.617,509.0
L_3S-1mg_mL 3,58,0.602,573.0
L_3S-1mg_mL 3,59,0.588,637.0
L_3S-1mg_mL 3,60,0.575,701.0
L_3S-1mg_mL 3,61,0.562,765.0
L_3S-1mg_mL 3,62,0.55,829.0
L_3S-1mg_mL 3,63,0.539,893.0
L_3S-1mg_mL 3,64,0.528,957.0
L_3S-1mg_mL 3,65,0.517,1020.0
L_3S-1mg_mL 3,66,0.497,1150.0
L_3S-1mg_mL 3,67,0.478,1280.0
L_3S-1mg_mL 3,68,0.461,1400.0
L_3S-1mg_mL 3,69,0.444,1530.0
L_3S-1mg_mL 3,70,0.428,1660.0
L_3S-1mg_mL 3,71,0.413,1790.0
L_3S-1mg_mL 3,72,0.399,1920.0
L_3S-1mg_mL 3,73,0.385,2040.0
L_3S-1mg_mL 3,74,0.36,2300.0
L_3S-1mg_mL 3,75,0.336,2560.0
L_3S-1mg_mL 3,76,0.314,2810.0
L_3S-1mg_mL 3,77,0.294,3070.0
L_3S-1mg_mL 3,78,0.276,3320.0
L_3S-1mg_mL 3,79,0.259,3580.0
L_3S-1mg_mL 3,80,0.245,3840.0
L_3S-1mg_mL 3,81,0.231,4090.0
L_3S-1mg_mL 3,82,0.209,4600.0
L_3S-1mg_mL 3,83,0.19,5120.0
L_3S-1mg_mL 3,84,0.173,5630.0
L_3S-1mg_mL 3,85,0.159,6140.0
L_3S-1mg_mL 3,86,0.145,6650.0
L_3S-1mg_mL 3,87,0.133,7160.0
L_3S-1mg_mL 3,88,0.122,7680.0
L_3S-1mg_mL 3,89,0.113,8190.0
L_3S-1mg_mL 3,90,0.0979,9210.0
L_3S-1mg_mL 3,91,0.0854,10200.0
L_3S-1mg_mL 3,92,0.0756,11300.0
L_3S-1mg_mL 3,93,0.0665,12300.0
L_3S-1mg_mL 3,94,0.0571,13300.0
L_3S-1mg_mL 3,95,0.0498,14300.0
L_3S-1mg_mL 3,96,0.0444,15400.0
L_3S-1mg_mL 3,97,0.0385,16400.0
L_3S-1mg_mL 3,98,0.0307,18400.0
L_3S-1mg_mL 3,99,0.028,20500.0
L_3S-1mg_mL 3,100,0.0252,22500.0
L_3S-1mg_mL 3,101,0.0224,24600.0
L_3S-1mg_mL 3,102,0.0215,26600.0
L_3S-1mg_mL 3,103,0.022,28700.0
L_3S-1mg_mL 3,104,0.0209,30700.0
L_3S-1mg_mL 3,105,0.0198,32800.0
L_3S-1mg_mL 3,106,0.0216,36900.0
L_3S-1mg_mL 3,107,0.0189,41000.0
L_3S-1mg_mL 3,108,0.016,45100.0
L_3S-1mg_mL 3,109,0.0113,49100.0
L_3S-1mg_mL 3,110,0.0125,53200.0
L_3S-1mg_mL 3,111,0.0089,57300.0
L_3S-1mg_mL 3,112,0.00885,61400.0
L_3S-1mg_mL 3,113,0.00998,65500.0
L_3S-1mg_mL 3,114,0.0113,73700.0
L_3S-1mg_mL 3,115,0.013,81900.0
L_3S-1mg_mL 3,116,0.00831,90100.0
L_3S-1mg_mL 3,117,0.0071,98300.0
L_3S-1mg_mL 3,118,0.00678,106000.0
L_3S-1mg_mL 3,119,0.00934,115000.0
L_3S-1mg_mL 3,120,0.00877,123000.0
L_3S-1mg_mL 3,121,0.0111,131000.0
L_3S-1mg_mL 3,122,0.0116,147000.0
L_3S-1mg_mL 3,123,0.0135,164000.0
L_3S-1mg_mL 3,124,0.0102,180000.0
L_3S-1mg_mL 3,125,0.00984,197000.0
L_3S-1mg_mL 3,126,0.0128,213000.0
L_3S-1mg_mL 3,127,0.0141,229000.0
L_3S-1mg_mL 3,128,0.0135,246000.0
L_3S-1mg_mL 3,129,0.0118,262000.0
L_3S-1mg_mL 3,130,0.00639,295000.0
L_3S-1mg_mL 3,131,0.0101,328000.0
L_3S-1mg_mL 3,132,0.00745,360000.0
L_3S-1mg_mL 3,133,0.0119,393000.0
L_3S-1mg_mL 3,134,0.0103,426000.0
L_3S-1mg_mL 3,135,0.00715,459000.0
L_3S-1mg_mL 3,136,0.00512,492000.0
L_3S-1mg_mL 3,137,0.00678,524000.0
L_3S-1mg_mL 3,138,0.0082,590000.0
L_3S-1mg_mL 3,139,0.00497,655000.0
L_3S-1mg_mL 3,140,0.00155,721000.0
L_3S-1mg_mL 3,141,0.0061,786000.0
L_3S-1mg_mL 3,142,0.00617,852000.0
L_3S-1mg_mL 3,143,0.00406,918000.0
L_3S-1mg_mL 3,144,0.00243,983000.0
L_3S-1mg_mL 3,145,0.00133,1050000.0
L_3S-1mg_mL 3,146,0.00266,1180000.0
L_3S-1mg_mL 3,147,0.00191,1310000.0
L_3S-1mg_mL 3,148,0.000696,1440000.0
L_3S-1mg_mL 3,149,0.00243,1570000.0
L_3S-1mg_mL 3,150,0.00145,1700000.0
L_3S-1mg_mL 3,151,0.0,1840000.0
L_3S-1mg_mL 3,152,0.00215,1970000.0
L_3S-1mg_mL 3,153,0.00286,2100000.0
L_3S-1mg_mL 3,154,0.000616,2360000.0
L_3S-1mg_mL 3,155,0.000203,2620000.0
L_3S-1mg_mL 3,156,0.0034,2880000.0
L_3S-1mg_mL 3,157,0.00293,3150000.0
L_3S-1mg_mL 3,158,0.0023,3410000.0
L_3S-1mg_mL 3,159,0.00323,3670000.0
L_3S-1mg_mL 3,160,0.00121,3930000.0
L_3S-1mg_mL 3,161,0.0,4190000.0
L_3S-1mg_mL 3,162,0.0,4720000.0
L_3S-1mg_mL 3,163,0.0,5240000.0
L_3S-1mg_mL 3,164,0.0,5770000.0
L_3S-1mg_mL 3,165,0.0,6290000.0
L_3S-1mg_mL 3,166,0.0,6820000.0
L_3S-1mg_mL 3,167,0.0,7340000.0
L_3S-1mg_mL 3,168,0.0,7860000.0
L_3S-1mg_mL 3,169,0.0,8390000.0
L_3S-1mg_mL 3,170,0.0,9440000.0
L_3S-1mg_mL 3,171,0.0,10500000.0
L_3S-1mg_mL 3,172,0.0,11500000.0
L_3S-1mg_mL 3,173,0.0,12600000.0
L_3S-1mg_mL 3,174,0.0,13600000.0
L_3S-1mg_mL 3,175,0.0,14700000.0
L_3S-1mg_mL 3,176,0.0,15700000.0
L_3S-1mg_mL 3,177,0.0,16800000.0
L_3S-1mg_mL 3,178,0.0,18900000.0
L_3S-1mg_mL 3,179,0.0,21000000.0
L_3S-1mg_mL 3,180,0.0,23100000.0
L_3S-1mg_mL 3,181,0.0,25200000.0
L_3S-1mg_mL 3,182,0.0,27300000.0
L_3S-1mg_mL 3,183,0.0,29400000.0
L_3S-1mg_mL 3,184,0.0,31500000.0
L_3S-1mg_mL 3,185,0.0,33600000.0
L_3S-1mg_mL 3,186,0.0,37700000.0
L_3S-1mg_mL 3,187,0.0,41900000.0
L_3S-1mg_mL 3,188,0.0,46100000.0
L_3S-1mg_mL 3,189,0.0,50300000.0
L_3S-1mg_mL 3,190,0.0,54500000.0
L_3S-1mg_mL 3,191,0.0,58700000.0
L_3S-1mg_mL 3,192,0.0,62900000.0
L_3S-1mg_mL-mean,1,0.885,0.5
L_3S-1mg_mL-mean,2,0.895,1.0
L_3S-1mg_mL-mean,3,0.893,1.5
L_3S-1mg_mL-mean,4,0.892,2.0
L_3S-1mg_mL-mean,5,0.888,2.5
L_3S-1mg_mL-mean,6,0.888,3.0
L_3S-1mg_mL-mean,7,0.889,3.5
L_3S-1mg_mL-mean,8,0.887,4.0
L_3S-1mg_mL-mean,9,0.887,4.5
L_3S-1mg_mL-mean,10,0.884,5.5
L_3S-1mg_mL-mean,11,0.882,6.5
L_3S-1mg_mL-mean,12,0.88,7.5
L_3S-1mg_mL-mean,13,0.881,8.5
L_3S-1mg_mL-mean,14,0.88,9.5
L_3S-1mg_mL-mean,15,0.878,10.5
L_3S-1mg_mL-mean,16,0.875,11.5
L_3S-1mg_mL-mean,17,0.876,12.5
L_3S-1mg_mL-mean,18,0.874,14.5
L_3S-1mg_mL-mean,19,0.872,16.5
L_3S-1mg_mL-mean,20,0.869,18.5
L_3S-1mg_mL-mean,21,0.869,20.5
L_3S-1mg_mL-mean,22,0.867,22.5
L_3S-1mg_mL-mean,23,0.864,24.5
L_3S-1mg_mL-mean,24,0.864,26.5
L_3S-1mg_mL-mean,25,0.862,28.5
L_3S-1mg_mL-mean,26,0.859,32.5
L_3S-1mg_mL-mean,27,0.855,36.5
L_3S-1mg_mL-mean,28,0.853,40.5
L_3S-1mg_mL-mean,29,0.85,44.5
L_3S-1mg_mL-mean,30,0.849,48.5
L_3S-1mg_mL-mean,31,0.845,52.5
L_3S-1mg_mL-mean,32,0.842,56.5
L_3S-1mg_mL-mean,33,0.84,60.5
L_3S-1mg_mL-mean,34,0.835,68.5
L_3S-1mg_mL-mean,35,0.83,76.5
L_3S-1mg_mL-mean,36,0.826,84.5
L_3S-1mg_mL-mean,37,0.823,92.5
L_3S-1mg_mL-mean,38,0.818,101.0
L_3S-1mg_mL-mean,39,0.814,109.0
L_3S-1mg_mL-mean,40,0.811,117.0
L_3S-1mg_mL-mean,41,0.807,125.0
L_3S-1mg_mL-mean,42,0.801,141.0
L_3S-1mg_mL-mean,43,0.794,157.0
L_3S-1mg_mL-mean,44,0.788,173.0
L_3S-1mg_mL-mean,45,0.782,189.0
L_3S-1mg_mL-mean,46,0.776,205.0
L_3S-1mg_mL-mean,47,0.77,221.0
L_3S-1mg_mL-mean,48,0.765,237.0
L_3S-1mg_mL-mean,49,0.759,253.0
L_3S-1mg_mL-mean,50,0.749,285.0
L_3S-1mg_mL-mean,51,0.739,317.0
L_3S-1mg_mL-mean,52,0.731,349.0
L_3S-1mg_mL-mean,53,0.722,381.0
L_3S-1mg_mL-mean,54,0.713,413.0
L_3S-1mg_mL-mean,55,0.705,445.0
L_3S-1mg_mL-mean,56,0.697,477.0
L_3S-1mg_mL-mean,57,0.69,509.0
L_3S-1mg_mL-mean,58,0.676,573.0
L_3S-1mg_mL-mean,59,0.662,637.0
L_3S-1mg_mL-mean,60,0.649,701.0
L_3S-1mg_mL-mean,61,0.636,765.0
L_3S-1mg_mL-mean,62,0.624,829.0
L_3S-1mg_mL-mean,63,0.613,893.0
L_3S-1mg_mL-mean,64,0.601,957.0
L_3S-1mg_mL-mean,65,0.591,1020.0
L_3S-1mg_mL-mean,66,0.57,1150.0
L_3S-1mg_mL-mean,67,0.55,1280.0
L_3S-1mg_mL-mean,68,0.531,1400.0
L_3S-1mg_mL-mean,69,0.513,1530.0
L_3S-1mg_mL-mean,70,0.495,1660.0
L_3S-1mg_mL-mean,71,0.478,1790.0
L_3S-1mg_mL-mean,72,0.461,1920.0
L_3S-1mg_mL-mean,73,0.445,2040.0
L_3S-1mg_mL-mean,74,0.415,2300.0
L_3S-1mg_mL-mean,75,0.387,2560.0
L_3S-1mg_mL-mean,76,0.362,2810.0
L_3S-1mg_mL-mean,77,0.337,3070.0
L_3S-1mg_mL-mean,78,0.315,3320.0
L_3S-1mg_mL-mean,79,0.296,3580.0
L_3S-1mg_mL-mean,80,0.278,3840.0
L_3S-1mg_mL-mean,81,0.262,4090.0
L_3S-1mg_mL-mean,82,0.231,4600.0
L_3S-1mg_mL-mean,83,0.206,5120.0
L_3S-1mg_mL-mean,84,0.185,5630.0
L_3S-1mg_mL-mean,85,0.168,6140.0
L_3S-1mg_mL-mean,86,0.154,6650.0
L_3S-1mg_mL-mean,87,0.142,7160.0
L_3S-1mg_mL-mean,88,0.132,7680.0
L_3S-1mg_mL-mean,89,0.123,8190.0
L_3S-1mg_mL-mean,90,0.108,9210.0
L_3S-1mg_mL-mean,91,0.0972,10200.0
L_3S-1mg_mL-mean,92,0.0901,11300.0
L_3S-1mg_mL-mean,93,0.0855,12300.0
L_3S-1mg_mL-mean,94,0.0816,13300.0
L_3S-1mg_mL-mean,95,0.0775,14300.0
L_3S-1mg_mL-mean,96,0.0753,15400.0
L_3S-1mg_mL-mean,97,0.0737,16400.0
L_3S-1mg_mL-mean,98,0.0708,18400.0
L_3S-1mg_mL-mean,99,0.0646,20500.0
L_3S-1mg_mL-mean,100,0.0614,22500.0
L_3S-1mg_mL-mean,101,0.0586,24600.0
L_3S-1mg_mL-mean,102,0.0522,26600.0
L_3S-1mg_mL-mean,103,0.0462,28700.0
L_3S-1mg_mL-mean,104,0.0434,30700.0
L_3S-1mg_mL-mean,105,0.0454,32800.0
L_3S-1mg_mL-mean,106,0.0489,36900.0
L_3S-1mg_mL-mean,107,0.0543,41000.0
L_3S-1mg_mL-mean,108,0.0601,45100.0
L_3S-1mg_mL-mean,109,0.0614,49100.0
L_3S-1mg_mL-mean,110,0.0587,53200.0
L_3S-1mg_mL-mean,111,0.0526,57300.0
L_3S-1mg_mL-mean,112,0.0458,61400.0
L_3S-1mg_mL-mean,113,0.0435,65500.0
L_3S-1mg_mL-mean,114,0.0408,73700.0
L_3S-1mg_mL-mean,115,0.0307,81900.0
L_3S-1mg_mL-mean,116,0.0267,90100.0
L_3S-1mg_mL-mean,117,0.0235,98300.0
L_3S-1mg_mL-mean,118,0.0181,106000.0
L_3S-1mg_mL-mean,119,0.0157,115000.0
L_3S-1mg_mL-mean,120,0.0126,123000.0
L_3S-1mg_mL-mean,121,0.00862,131000.0
L_3S-1mg_mL-mean,122,0.0082,147000.0
L_3S-1mg_mL-mean,123,0.00577,164000.0
L_3S-1mg_mL-mean,124,0.000157,180000.0
L_3S-1mg_mL-mean,125,0.00145,197000.0
L_3S-1mg_mL-mean,126,0.0024,213000.0
L_3S-1mg_mL-mean,127,0.000695,229000.0
L_3S-1mg_mL-mean,128,0.00473,246000.0
L_3S-1mg_mL-mean,129,0.00149,262000.0
L_3S-1mg_mL-mean,130,0.00295,295000.0
L_3S-1mg_mL-mean,131,0.00494,328000.0
L_3S-1mg_mL-mean,132,0.00738,360000.0
L_3S-1mg_mL-mean,133,0.00458,393000.0
L_3S-1mg_mL-mean,134,0.00268,426000.0
L_3S-1mg_mL-mean,135,0.00559,459000.0
L_3S-1mg_mL-mean,136,0.0041,492000.0
L_3S-1mg_mL-mean,137,0.00424,524000.0
L_3S-1mg_mL-mean,138,0.00271,590000.0
L_3S-1mg_mL-mean,139,0.00246,655000.0
L_3S-1mg_mL-mean,140,0.00157,721000.0
L_3S-1mg_mL-mean,141,0.000392,786000.0
L_3S-1mg_mL-mean,142,0.00151,852000.0
L_3S-1mg_mL-mean,143,0.00112,918000.0
L_3S-1mg_mL-mean,144,0.00492,983000.0
L_3S-1mg_mL-mean,145,0.0075,1050000.0
L_3S-1mg_mL-mean,146,0.00738,1180000.0
L_3S-1mg_mL-mean,147,0.00743,1310000.0
L_3S-1mg_mL-mean,148,0.00635,1440000.0
L_3S-1mg_mL-mean,149,0.00458,1570000.0
L_3S-1mg_mL-mean,150,0.00348,1700000.0
L_3S-1mg_mL-mean,151,0.00338,1840000.0
L_3S-1mg_mL-mean,152,0.00141,1970000.0
L_3S-1mg_mL-mean,153,0.00347,2100000.0
L_3S-1mg_mL-mean,154,0.00171,2360000.0
L_3S-1mg_mL-mean,155,0.00536,2620000.0
L_3S-1mg_mL-mean,156,0.00291,2880000.0
L_3S-1mg_mL-mean,157,0.00275,3150000.0
L_3S-1mg_mL-mean,158,0.00463,3410000.0
L_3S-1mg_mL-mean,159,0.00537,3670000.0
L_3S-1mg_mL-mean,160,0.00179,3930000.0
L_3S-1mg_mL-mean,161,0.0,4190000.0
L_3S-1mg_mL-mean,162,0.0,4720000.0
L_3S-1mg_mL-mean,163,0.0,5240000.0
L_3S-1mg_mL-mean,164,0.0,5770000.0
L_3S-1mg_mL-mean,165,0.0,6290000.0
L_3S-1mg_mL-mean,166,0.0,6820000.0
L_3S-1mg_mL-mean,167,0.0,7340000.0
L_3S-1mg_mL-mean,168,0.0,7860000.0
L_3S-1mg_mL-mean,169,0.0,8390000.0
L_3S-1mg_mL-mean,170,0.0,9440000.0
L_3S-1mg_mL-mean,171,0.0,10500000.0
L_3S-1mg_mL-mean,172,0.0,11500000.0
L_3S-1mg_mL-mean,173,0.0,12600000.0
L_3S-1mg_mL-mean,174,0.0,13600000.0
L_3S-1mg_mL-mean,175,0.0,14700000.0
L_3S-1mg_mL-mean,176,0.0,15700000.0
L_3S-1mg_mL-mean,177,0.0,16800000.0
L_3S-1mg_mL-mean,178,0.0,18900000.0
L_3S-1mg_mL-mean,179,0.0,21000000.0
L_3S-1mg_mL-mean,180,0.0,23100000.0
L_3S-1mg_mL-mean,181,0.0,25200000.0
L_3S-1mg_mL-mean,182,0.0,27300000.0
L_3S-1mg_mL-mean,183,0.0,29400000.0
L_3S-1mg_mL-mean,184,0.0,31500000.0
L_3S-1mg_mL-mean,185,0.0,33600000.0
L_3S-1mg_mL-mean,186,0.0,37700000.0
L_3S-1mg_mL-mean,187,0.0,41900000.0
L_3S-1mg_mL-mean,188,0.0,46100000.0
L_3S-1mg_mL-mean,189,0.0,50300000.0
L_3S-1mg_mL-mean,190,0.0,54500000.0
L_3S-1mg_mL-mean,191,0.0,58700000.0
L_3S-1mg_mL-mean,192,0.0,62900000.0
aMEM_10pct-i_2s 1,1,0.828,0.5
aMEM_10pct-i_2s 1,2,0.823,1.0
aMEM_10pct-i_2s 1,3,0.802,1.5
aMEM_10pct-i_2s 1,4,0.792,2.0
aMEM_10pct-i_2s 1,5,0.777,2.5
aMEM_10pct-i_2s 1,6,0.762,3.0
aMEM_10pct-i_2s 1,7,0.753,3.5
aMEM_10pct-i_2s 1,8,0.736,4.0
aMEM_10pct-i_2s 1,9,0.723,4.5
aMEM_10pct-i_2s 1,10,0.701,5.5
aMEM_10pct-i_2s 1,11,0.677,6.5
aMEM_10pct-i_2s 1,12,0.656,7.5
aMEM_10pct-i_2s 1,13,0.633,8.5
aMEM_10pct-i_2s 1,14,0.617,9.5
aMEM_10pct-i_2s 1,15,0.595,10.5
aMEM_10pct-i_2s 1,16,0.581,11.5
aMEM_10pct-i_2s 1,17,0.564,12.5
aMEM_10pct-i_2s 1,18,0.532,14.5
aMEM_10pct-i_2s 1,19,0.502,16.5
aMEM_10pct-i_2s 1,20,0.478,18.5
aMEM_10pct-i_2s 1,21,0.455,20.5
aMEM_10pct-i_2s 1,22,0.432,22.5
aMEM_10pct-i_2s 1,23,0.411,24.5
aMEM_10pct-i_2s 1,24,0.391,26.5
aMEM_10pct-i_2s 1,25,0.375,28.5
aMEM_10pct-i_2s 1,26,0.342,32.5
aMEM_10pct-i_2s 1,27,0.316,36.5
aMEM_10pct-i_2s 1,28,0.292,40.5
aMEM_10pct-i_2s 1,29,0.271,44.5
aMEM_10pct-i_2s 1,30,0.252,48.5
aMEM_10pct-i_2s 1,31,0.235,52.5
aMEM_10pct-i_2s 1,32,0.22,56.5
aMEM_10pct-i_2s 1,33,0.207,60.5
aMEM_10pct-i_2s 1,34,0.183,68.5
aMEM_10pct-i_2s 1,35,0.163,76.5
aMEM_10pct-i_2s 1,36,0.145,84.5
aMEM_10pct-i_2s 1,37,0.131,92.5
aMEM_10pct-i_2s 1,38,0.117,101.0
aMEM_10pct-i_2s 1,39,0.107,109.0
aMEM_10pct-i_2s 1,40,0.0972,117.0
aMEM_10pct-i_2s 1,41,0.0893,125.0
aMEM_10pct-i_2s 1,42,0.0746,141.0
aMEM_10pct-i_2s 1,43,0.063,157.0
aMEM_10pct-i_2s 1,44,0.0539,173.0
aMEM_10pct-i_2s 1,45,0.0464,189.0
aMEM_10pct-i_2s 1,46,0.0402,205.0
aMEM_10pct-i_2s 1,47,0.035,221.0
aMEM_10pct-i_2s 1,48,0.0305,237.0
aMEM_10pct-i_2s 1,49,0.0277,253.0
aMEM_10pct-i_2s 1,50,0.0218,285.0
aMEM_10pct-i_2s 1,51,0.0174,317.0
aMEM_10pct-i_2s 1,52,0.0146,349.0
aMEM_10pct-i_2s 1,53,0.0123,381.0
aMEM_10pct-i_2s 1,54,0.0112,413.0
aMEM_10pct-i_2s 1,55,0.0103,445.0
aMEM_10pct-i_2s 1,56,0.00849,477.0
aMEM_10pct-i_2s 1,57,0.00745,509.0
aMEM_10pct-i_2s 1,58,0.00617,573.0
aMEM_10pct-i_2s 1,59,0.00413,637.0
aMEM_10pct-i_2s 1,60,0.00266,701.0
aMEM_10pct-i_2s 1,61,0.00215,765.0
aMEM_10pct-i_2s 1,62,0.00161,829.0
aMEM_10pct-i_2s 1,63,0.00159,893.0
aMEM_10pct-i_2s 1,64,0.00155,957.0
aMEM_10pct-i_2s 1,65,0.00144,1020.0
aMEM_10pct-i_2s 1,66,0.00102,1150.0
aMEM_10pct-i_2s 1,67,0.00119,1280.0
aMEM_10pct-i_2s 1,68,0.000554,1400.0
aMEM_10pct-i_2s 1,69,0.00112,1530.0
aMEM_10pct-i_2s 1,70,0.00101,1660.0
aMEM_10pct-i_2s 1,71,0.000985,1790.0
aMEM_10pct-i_2s 1,72,0.00153,1920.0
aMEM_10pct-i_2s 1,73,0.00103,2040.0
aMEM_10pct-i_2s 1,74,0.000702,2300.0
aMEM_10pct-i_2s 1,75,0.000889,2560.0
aMEM_10pct-i_2s 1,76,0.00121,2810.0
aMEM_10pct-i_2s 1,77,0.00176,3070.0
aMEM_10pct-i_2s 1,78,0.00144,3320.0
aMEM_10pct-i_2s 1,79,0.00119,3580.0
aMEM_10pct-i_2s 1,80,0.000988,3840.0
aMEM_10pct-i_2s 1,81,0.000866,4090.0
aMEM_10pct-i_2s 1,82,0.00101,4600.0
aMEM_10pct-i_2s 1,83,0.00131,5120.0
aMEM_10pct-i_2s 1,84,0.000912,5630.0
aMEM_10pct-i_2s 1,85,0.00137,6140.0
aMEM_10pct-i_2s 1,86,0.000719,6650.0
aMEM_10pct-i_2s 1,87,0.000877,7160.0
aMEM_10pct-i_2s 1,88,0.000754,7680.0
aMEM_10pct-i_2s 1,89,0.00069,8190.0
aMEM_10pct-i_2s 1,90,0.000796,9210.0
aMEM_10pct-i_2s 1,91,0.000689,10200.0
aMEM_10pct-i_2s 1,92,0.000727,11300.0
aMEM_10pct-i_2s 1,93,0.000294,12300.0
aMEM_10pct-i_2s 1,94,0.000812,13300.0
aMEM_10pct-i_2s 1,95,0.000583,14300.0
aMEM_10pct-i_2s 1,96,0.000375,15400.0
aMEM_10pct-i_2s 1,97,0.000392,16400.0
aMEM_10pct-i_2s 1,98,0.000856,18400.0
aMEM_10pct-i_2s 1,99,0.000954,20500.0
aMEM_10pct-i_2s 1,100,0.000654,22500.0
aMEM_10pct-i_2s 1,101,0.000393,24600.0
aMEM_10pct-i_2s 1,102,0.000588,26600.0
aMEM_10pct-i_2s 1,103,0.000778,28700.0
aMEM_10pct-i_2s 1,104,0.000458,30700.0
aMEM_10pct-i_2s 1,105,0.000447,32800.0
aMEM_10pct-i_2s 1,106,0.00029,36900.0
aMEM_10pct-i_2s 1,107,0.000295,41000.0
aMEM_10pct-i_2s 1,108,0.000222,45100.0
aMEM_10pct-i_2s 1,109,0.000242,49100.0
aMEM_10pct-i_2s 1,110,0.000242,53200.0
aMEM_10pct-i_2s 1,111,0.0005,57300.0
aMEM_10pct-i_2s 1,112,0.000353,61400.0
aMEM_10pct-i_2s 1,113,0.000144,65500.0
aMEM_10pct-i_2s 1,114,0.000194,73700.0
aMEM_10pct-i_2s 1,115,8.67e-05,81900.0
aMEM_10pct-i_2s 1,116,0.000127,90100.0
aMEM_10pct-i_2s 1,117,0.000224,98300.0
aMEM_10pct-i_2s 1,118,0.000133,106000.0
aMEM_10pct-i_2s 1,119,4.31e-05,115000.0
aMEM_10pct-i_2s 1,120,0.000214,123000.0
aMEM_10pct-i_2s 1,121,0.000335,131000.0
aMEM_10pct-i_2s 1,122,0.000212,147000.0
aMEM_10pct-i_2s 1,123,0.000202,164000.0
aMEM_10pct-i_2s 1,124,0.000143,180000.0
aMEM_10pct-i_2s 1,125,0.000252,197000.0
aMEM_10pct-i_2s 1,126,0.000166,213000.0
aMEM_10pct-i_2s 1,127,0.000143,229000.0
aMEM_10pct-i_2s 1,128,0.000183,246000.0
aMEM_10pct-i_2s 1,129,0.000144,262000.0
aMEM_10pct-i_2s 1,130,0.000212,295000.0
aMEM_10pct-i_2s 1,131,0.000159,328000.0
aMEM_10pct-i_2s 1,132,0.000164,360000.0
aMEM_10pct-i_2s 1,133,0.000278,393000.0
aMEM_10pct-i_2s 1,134,0.000118,426000.0
aMEM_10pct-i_2s 1,135,0.000209,459000.0
aMEM_10pct-i_2s 1,136,0.000146,492000.0
aMEM_10pct-i_2s 1,137,4.07e-05,524000.0
aMEM_10pct-i_2s 1,138,0.000154,590000.0
aMEM_10pct-i_2s 1,139,0.000191,655000.0
aMEM_10pct-i_2s 1,140,0.000118,721000.0
aMEM_10pct-i_2s 1,141,0.0002,786000.0
aMEM_10pct-i_2s 1,142,9.41e-05,852000.0
aMEM_10pct-i_2s 1,143,0.00028,918000.0
aMEM_10pct-i_2s 1,144,0.000185,983000.0
aMEM_10pct-i_2s 1,145,4.7e-05,1050000.0
aMEM_10pct-i_2s 1,146,0.000168,1180000.0
aMEM_10pct-i_2s 1,147,0.000232,1310000.0
aMEM_10pct-i_2s 1,148,1.06e-05,1440000.0
aMEM_10pct-i_2s 1,149,4.66e-05,1570000.0
aMEM_10pct-i_2s 1,150,6.64e-06,1700000.0
aMEM_10pct-i_2s 1,151,0.000175,1840000.0
aMEM_10pct-i_2s 1,152,0.000187,1970000.0
aMEM_10pct-i_2s 1,153,9.17e-05,2100000.0
aMEM_10pct-i_2s 1,154,0.000215,2360000.0
aMEM_10pct-i_2s 1,155,0.000305,2620000.0
aMEM_10pct-i_2s 1,156,0.000369,2880000.0
aMEM_10pct-i_2s 1,157,8.88e-05,3150000.0
aMEM_10pct-i_2s 1,158,0.000201,3410000.0
aMEM_10pct-i_2s 1,159,0.000227,3670000.0
aMEM_10pct-i_2s 1,160,0.00041,3930000.0
